tshirt,positive_pant,detailed,medium,low,empty,dif
8fa02c270b93a8e6b15a189adc6ae5af,5912bb495a884d20fb6ec58d91a500aa,"An image of light blue denim mom jeans with a high-waisted relaxed fit, pleated front detailing, and cuffed hems",Generate an image of light blue high-waisted mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
6d5725256af3c70dde8ccd3acb272720,0fdf507d75b41ce64805a60c8f2f14a6,"An image of black denim shorts made from durable denim, featuring a slim fit, metal stud embellishments, and a frayed hem",Generate an image of slim-fit black denim shorts with studded frayed hems,Generate an image of studded denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
43aea10a77b57a960abcf8434427b662,65fbd73316c8eb091559dd8ae0143947,"An image of  black cotton cargo jogger pants with an integrated belt, relaxed tapered fit, multiple flap pockets, and elastic cuffs",Generate an image of black tapered cargo jogger pants with a built-in belt,Generate an image of cargo jogger pants, ,"A photo of a Cargo Joggers, on white background, high quality."
43aea10a77b57a960abcf8434427b662,65fbd73316c8eb091559dd8ae0143947,"An image of  black cotton cargo jogger pants with an integrated belt, relaxed tapered fit, multiple flap pockets, and elastic cuffs",Generate an image of black tapered cargo jogger pants with a built-in belt,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
12f845d8c44a02c4e4f01349040e7b77,e96559019a8e20fef25b3fe374177230,"An image of  slim-fit chino pants in olive green cotton fabric, featuring a mid-rise waist, front slant pockets, back welt pockets, and a zip fly with button closure",Generate an image of olive green slim-fit chino pants,Generate an image of chino pants, ,"A photo of a Chino Pants, on white background, high quality."
8f561af9bd90dab8dc744e940ed3a813,3e90bb0cbbccf911148f07981c1a318a,An image of  black cotton slim-fit chino pants with subtle blue trim accents,Generate an image of slim-fit black chino pants,Generate an image of chino pants, ,"A photo of a Chino Pants, on white background, high quality."
8f561af9bd90dab8dc744e940ed3a813,3e90bb0cbbccf911148f07981c1a318a,An image of  black cotton slim-fit chino pants with subtle blue trim accents,Generate an image of slim-fit black chino pants,Generate an image of chino pants, ,"A photo of a Chinos, on white background, high quality."
96b734889d918b0ca43fea7c0af10013,3e3402d1ec385dabede4e557d3c03b64,"An image of  dark charcoal denim high-rise flare jeans featuring a classic five-pocket design, belt loops, and a zip fly, snug through the hips and thighs before flaring below the knee",Generate an image of dark charcoal high-rise flare jeans,Generate an image of flare jeans, ,"A photo of a Jeans, on white background, high quality."
3e780d141c0da5d3fb9f3fc5defb305b,8bc762c639a295142b8e4012ecf4039a,"An image of black distressed cotton denim shorts with a mid-rise slim fit, featuring ripped frayed edges, metallic studs, and an attached belt",Generate an image of black slim-fit distressed denim shorts with studs,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
33a612ec43fac340d93c84e76314dbcd,46cfbf14bedfd273f0ec20136ded10ca,An image of light-wash denim cutoff shorts that are high-waisted with distressed detailing and frayed hems,Generate an image of high-waisted denim cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
33a612ec43fac340d93c84e76314dbcd,46cfbf14bedfd273f0ec20136ded10ca,An image of light-wash denim cutoff shorts that are high-waisted with distressed detailing and frayed hems,Generate an image of high-waisted denim cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Denim Shorts, on white background, high quality."
4d86fa8931003e43d5c11a698ec14439,b2836f88d86aaa45e9b3c941d9d6100a,"Generate an image of dark indigo distressed bootcut jeans crafted from rugged denim, mid-rise fit with classic five-pocket styling, finished with metal grommets along the hem",Generate an image of dark indigo distressed bootcut jeans,Generate an image of bootcut jeans, ,"A photo of a Jeans, on white background, high quality."
e6d568bd3151263ccf68d099efef1fc9,1627adb8d81cd034be12eea2ac6c20e5,"An image of  medium-wash denim mom jeans featuring a high-rise waist, relaxed fit through hip and thigh, and classic five-pocket styling",Generate an image of medium-wash high-rise relaxed mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
762944441e7ef21e42d095849da7e3d3,6edbc67bbdc033d1249376d5353c6687,"Generate an image of light wash cotton denim shorts with a high-waisted fit and an asymmetrical front button closure, featuring classic five-pocket styling",Generate an image of high-waisted denim shorts with an asymmetrical button,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
765030c24dda8b37c808421a6a0a387b,e586eca735975f4d51d9b46880b618ad,"An image of black Champion cotton athletic shorts with a regular fit, elastic drawstring waistband, and side pockets",Generate an image of black regular-fit athletic shorts,Generate an image of athletic shorts, ,"A photo of a Athletic Shorts, on white background, high quality."
b353d6f3dfa28fc314cb4c18c819724c,aa3bd9f5ef97ce71b8998e8e69ed89a7,An image of navy cotton slim-fit jogger pants with zippered pockets and an elastic waistband,Generate an image of navy slim-fit jogger pants,Generate an image of jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
b353d6f3dfa28fc314cb4c18c819724c,aa3bd9f5ef97ce71b8998e8e69ed89a7,An image of navy cotton slim-fit jogger pants with zippered pockets and an elastic waistband,Generate an image of navy slim-fit jogger pants,Generate an image of jogger pants, ,"A photo of a Joggers, on white background, high quality."
7d58125b60ec5c7722777f874a9cd562,b5618b5de3732234cc950856552e78d5,An image of medium-wash blue cotton denim bootcut jeans featuring distressed detailing and a raw hem,Generate an image of medium-wash bootcut jeans,Generate an image of bootcut jeans, ,"A photo of a Jeans, on white background, high quality."
56b6004332b0f7641af17b1555bc7b53,24808ffe9ae136feeb5c7b0869f15036,"Generate an image of  relaxed-fit blue denim jogger cargo jeans made from washed denim fabric, featuring an elastic drawstring waistband, spacious side cargo pockets, and tapered ribbed cuffs",Generate an image of relaxed-fit blue denim jogger cargo jeans,Generate an image of cargo jeans, ,"A photo of a Jeans, on white background, high quality."
a013590193a0a46d745d76fe32050bf1,6a25a350d36398f0458770dcc7137855,"An image of light-wash flared denim jeans with raw hems, classic five-pocket styling, and a slim fit through the thigh, crafted from cotton denim",Generate an image of light-wash flared denim jeans,Generate an image of flared jeans, ,"A photo of a Jeans, on white background, high quality."
f7ad5b3da9f758bf4ef4cd865afabfcb,f5c638836902103e8e1718d8e31d4152,"An image of black camo print cotton boxer shorts with an elastic waistband, Aape logo detailing, and a relaxed fit",Generate an image of black camo relaxed-fit boxer shorts,Generate an image of camo boxer shorts, ,"A photo of a Boxer Shorts, on white background, high quality."
f878c29bafa12ac394509954a50f840b,920b2305c1aaf1fca96f40cfaf896c14,"An image of  grey plaid wool-blend trousers in a relaxed fit, featuring a classic straight-leg silhouette and subtle check pattern",Generate an image of  relaxed-fit grey trousers,Generate an image of trousers, ,"A photo of a Trousers, on white background, high quality."
a3afa4c70e5933ff45cffaa7f4e5d702,c6d03ce01bc880c67510af5706e0888b,"An image of black cotton fleece streetwear sweat shorts with a relaxed fit, drawstring waistband, and bold white cross print",Generate an image of relaxed-fit black sweat shorts with a drawstring waist and white cross print,Generate an image of sweat shorts with white cross print, ,"A photo of a Sweat Shorts, on white background, high quality."
3eae4a7b76ee9fe0deb8ec1da6330fc3,542b2eb1efbce0f05489be9b229152bd,An image of dark wash  high-rise flared bell-bottom denim jeans in sturdy cotton with classic five-pocket detailing and a fitted thigh-to-knee silhouette,Generate an image of dark wash high-rise flared jeans,Generate an image of bell-bottom jeans, ,"A photo of a Jeans, on white background, high quality."
dc2bd4b86cf43f6c6d3705f0b44261dd,ab2f05a218fd49b12e9063e7d2c4cc82,"Generate an image of light wash denim wide-leg culotte overalls with a cropped mid-calf hem, classic bib front, adjustable shoulder straps, and metal side buttons",Generate an image of wide-leg culotte overalls in light wash denim,Generate an image of denim culotte overalls, ,"A photo of a Overall, on white background, high quality."
a08ca8afde7115226e88358638bf789b,e6191894d3f271f424e6ff422b49efef,"An image of black fleece gym shorts with a relaxed fit, adjustable drawstring waistband, and a small T.T.H logo on the leg",Generate an image of black relaxed-fit drawstring gym shorts,Generate an image of gym shorts, ,"A photo of a Gym Shorts, on white background, high quality."
cad768f6d68f269adc5b3ad9af8bc1c3,4720d7d614b9be25f990ee55476f8504,"An image of  relaxed-fit tapered blue denim jeans with distressed detailing, classic five-pocket styling, mid-rise waist, and subtle whiskering",Generate an image of  relaxed tapered jeans in distressed blue denim,Generate an image of tapered denim jeans, ,"A photo of a Jeans, on white background, high quality."
f0a3cfce59ca1f201c7caaaaa920294d,1985aecc775c6d2be337367e03fcd350,"An image of  black cotton-blend sweat shorts in a relaxed fit, featuring a soft fleece texture, adjustable drawstring waistband, and side pockets",Generate an image of relaxed-fit black sweat shorts with a drawstring waist,Generate an image of sweat shorts, ,"A photo of a Sweat Shorts, on white background, high quality."
019d18f2a78d6ab7da5e5c325566a3b6,dac821b75c0b9fc0b98ee4cf3f6c6a3c,"An image of  medium wash denim cropped flare jeans with a mid-rise fit, classic five-pocket styling, and distressed ripped-knee details",Generate an image of  medium wash cropped flare jeans with ripped knees,Generate an image of cropped flare jeans, ,"A photo of a Jeans, on white background, high quality."
f16f6c495f2d7708834ef8d3f7a6fbb8,e971719441824e85a750293812bc97a3,"An image of light blue cotton denim mom jeans with a high waist, straight-leg fit, and ripped distressed details",Generate an image of light blue high-waisted straight-leg mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
f038e8a7532717ba0b3165abe52e132a,8e2ab13172cad40968fab3004ec98e11,An image of blue stretch denim bootcut jeans with a mid-rise waist and raw hems,Generate an image of mid-rise bootcut jeans,Generate an image of bootcut jeans, ,"A photo of a Jeans, on white background, high quality."
1f3d1e4b639c520058b3b89f5908617b,6353387603a0eec996291fc991ab3c13,"An image of  black denim cutoff shorts featuring a raw frayed hem, five-pocket design, mid-rise waist, slim fit, and classic belt loops",Generate an image of slim-fit black denim cutoff shorts with a raw hem,Generate an image of denim cutoff shorts, ,"A photo of a Denim Shorts, on white background, high quality."
713224ce42323c3c2cc93d48a718cbb9,96f77950d6c0764cdec83a58dfc5d84a,An image of  blue denim bootcut jeans with red side stripes,Generate an image of blue bootcut denim jeans,Generate an image of bootcut jeans, ,"A photo of a Jeans, on white background, high quality."
4026a78925d54de8a41a1483f5283034,c857fe8b8890f1194e631d4309ad213c,"An image of black jogger pants crafted from soft cotton fleece, featuring a relaxed tapered fit, an adjustable drawstring waistband, and ribbed cuffed hems",Generate an image of black tapered jogger pants with a drawstring waist,Generate an image of jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
d371786a83952ba0cf323cbc7cbf80bd,3453fc066ad898df587d102bc3056fb6,An image of olive green slim-fit cotton jogger pants with elastic cuffs,Generate an image of olive green slim-fit jogger pants,Generate an image of jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
049324f7f60b49a260e6ef61ad7f1a81,4d8bf9f9d78f7a0c1b6c13165fc7d9ae,An image of blue denim high-waist mom jeans with cuffed hems and a matching belt,Generate an image of high-waisted blue denim mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
